state,date,cases,deaths,incidence
MI,2020-06-09 00:00:00,64998,5948,650.8353929569632
MN,2020-06-09 00:00:00,28523,1228,505.7599502946292
MS,2020-06-09 00:00:00,18123,847,608.9412862057644
MO,2020-06-09 00:00:00,15352,845,250.1373539534802
MT,2020-06-09 00:00:00,554,18,51.83489929620557
NE,2020-06-09 00:00:00,15918,189,822.8874156847986
NV,2020-06-09 00:00:00,10045,446,326.1198458779361
NH,2020-06-09 00:00:00,5079,286,373.5352585953927
NJ,2020-06-09 00:00:00,164796,12303,1855.3532405859369
NM,2020-06-09 00:00:00,9105,404,434.22711150980837
NY,2020-06-09 00:00:00,379482,30458,1950.7071224646224
NC,2020-06-09 00:00:00,37227,1068,354.94566977152357
ND,2020-06-09 00:00:00,2901,72,380.6776876422129
OH,2020-06-09 00:00:00,39162,2423,335.03007074967275
OK,2020-06-09 00:00:00,7363,354,186.07667329378958
OR,2020-06-09 00:00:00,4988,169,118.26247108342696
PA,2020-06-09 00:00:00,80870,6014,631.6987149418735
PR,2020-06-09 00:00:00,5185,142,176.7568643707251
RI,2020-06-09 00:00:00,15691,808,1481.1759164250902
SC,2020-06-09 00:00:00,15228,568,295.7631750374948
SD,2020-06-09 00:00:00,5523,68,624.3083493187771
TN,2020-06-09 00:00:00,27575,435,403.7823607950243
TX,2020-06-09 00:00:00,78208,1867,269.4520645880703
UT,2020-06-09 00:00:00,12559,127,391.73938024141296
VT,2020-06-09 00:00:00,1084,55,173.7210111075676
VA,2020-06-09 00:00:00,51738,1496,606.1494327409968
WA,2020-06-09 00:00:00,24354,1176,319.82064619949347
WV,2020-06-09 00:00:00,2169,84,121.02801834894123
WI,2020-06-09 00:00:00,21308,661,365.9637876530674
WY,2020-06-09 00:00:00,970,17,167.5999854861868
AL,2020-08-10 00:00:00,103020,1797,2101.083275462786
AK,2020-08-10 00:00:00,3774,26,515.8944425838465
AZ,2020-08-10 00:00:00,187523,4154,2576.31942552513
AR,2020-08-10 00:00:00,50028,555,1657.7617366800494
CA,2020-08-10 00:00:00,574231,10476,1453.2996536287012
CO,2020-08-10 00:00:00,51020,1862,885.958307517483
CT,2020-08-10 00:00:00,50567,4444,1418.3149911914527
DE,2020-08-10 00:00:00,15634,591,1605.522487995038
DC,2020-08-10 00:00:00,12807,591,1814.6678209958495
FL,2020-08-10 00:00:00,536961,8277,2500.081828918941
GA,2020-08-10 00:00:00,219025,4229,2062.8828671514734
HI,2020-08-10 00:00:00,3638,34,256.94413054287395
ID,2020-08-10 00:00:00,25104,239,1404.761438447958
IL,2020-08-10 00:00:00,196699,7846,1552.2551967866339
IN,2020-08-10 00:00:00,74992,3044,1113.9269236488
IA,2020-08-10 00:00:00,49165,934,1558.2855530939094
KS,2020-08-10 00:00:00,31183,386,1070.361794162936
KY,2020-08-10 00:00:00,35254,775,789.0908757198657
LA,2020-08-10 00:00:00,131961,4287,2838.607174247772
ME,2020-08-10 00:00:00,4051,125,301.36615355315985
MD,2020-08-10 00:00:00,96258,3591,1592.1782165116251
MA,2020-08-10 00:00:00,121315,8741,1760.1007935723785
MI,2020-08-10 00:00:00,97306,6526,974.3405758187987
MN,2020-08-10 00:00:00,61516,1701,1090.7803913446837
MS,2020-08-10 00:00:00,67649,1912,2273.038077058642
MO,2020-08-10 00:00:00,60359,1341,983.457565612175
MT,2020-08-10 00:00:00,5017,75,469.41460247123354
NE,2020-08-10 00:00:00,28696,348,1483.451267778049
NV,2020-08-10 00:00:00,56972,963,1849.6465763422373
NH,2020-08-10 00:00:00,6840,419,503.04807418635284
NJ,2020-08-10 00:00:00,185031,15878,2083.168677994954
NM,2020-08-10 00:00:00,22444,690,1070.378175807374
NY,2020-08-10 00:00:00,421336,32781,2165.8553927478883
NC,2020-08-10 00:00:00,137562,2199,1311.6027674835555
ND,2020-08-10 00:00:00,7713,113,1012.1223732452215
OH,2020-08-10 00:00:00,101731,3673,870.3065248821551
OK,2020-08-10 00:00:00,43963,605,1111.0265907938167
OR,2020-08-10 00:00:00,21488,357,509.4675177707856
PA,2020-08-10 00:00:00,124221,7314,970.3257829701306
PR,2020-08-10 00:00:00,22821,279,777.9688335206012
RI,2020-08-10 00:00:00,19934,1015,1881.700383533092
SC,2020-08-10 00:00:00,101159,2048,1964.7430406893839
SD,2020-08-10 00:00:00,9663,146,1092.2852760216085
TN,2020-08-10 00:00:00,123914,1233,1814.4800527853
TX,2020-08-10 00:00:00,509581,9230,1757.4254770875907
UT,2020-08-10 00:00:00,44390,345,1384.6095301310872
VT,2020-08-10 00:00:00,1462,58,234.29900206574158
VA,2020-08-10 00:00:00,100749,2327,1180.350017380314
WA,2020-08-10 00:00:00,63647,1697,835.8226438638076
WV,2020-08-10 00:00:00,7757,141,432.8327977559877
WI,2020-08-10 00:00:00,61061,998,1048.719487417118
WY,2020-08-10 00:00:00,3042,28,525.6073771638971
AL,2020-08-11 00:00:00,103851,1847,2118.0314428274687
AK,2020-08-11 00:00:00,3819,26,522.0458071615553
AZ,2020-08-11 00:00:00,188737,4199,2592.9981891039315
AR,2020-08-11 00:00:00,50411,566,1670.4530844282795
CA,2020-08-11 00:00:00,578946,10523,1465.2326699006535
CO,2020-08-11 00:00:00,51422,1874,892.9390060596629
CT,2020-08-11 00:00:00,50684,4444,1421.5966344364422
DE,2020-08-11 00:00:00,15699,591,1612.1976166709799
DC,2020-08-11 00:00:00,12896,593,1827.278536703559
FL,2020-08-11 00:00:00,542792,8553,2527.230871669581
GA,2020-08-11 00:00:00,222588,4351,2096.4409160301893
HI,2020-08-11 00:00:00,3756,34,265.27821723997647
ID,2020-08-11 00:00:00,25598,246,1432.4045292141025
IL,2020-08-11 00:00:00,198248,7866,1564.4791699630227
IN,2020-08-11 00:00:00,75862,3069,1126.8498544090735
IA,2020-08-11 00:00:00,49521,946,1569.56897945212
KS,2020-08-11 00:00:00,31468,393,1080.1444677779327
KY,2020-08-11 00:00:00,35793,783,801.1553217972757
LA,2020-08-11 00:00:00,133125,4313,2863.645926233772
ME,2020-08-11 00:00:00,4052,126,301.44054658045013
MD,2020-08-11 00:00:00,96843,3604,1601.8545473792858
MA,2020-08-11 00:00:00,121707,8751,1765.7881324099533
MI,2020-08-11 00:00:00,98213,6533,983.4225122077949
MN,2020-08-11 00:00:00,61839,1707,1096.5077153970328
MS,2020-08-11 00:00:00,68293,1944,2294.676778615587
MO,2020-08-11 00:00:00,61440,1346,1001.07080685916
MT,2020-08-11 00:00:00,5104,77,477.5547400863416
NE,2020-08-11 00:00:00,29030,351,1500.7175321855575
NV,2020-08-11 00:00:00,57520,981,1867.4378830163148
NH,2020-08-11 00:00:00,6861,419,504.59252002815316
NJ,2020-08-11 00:00:00,185475,15890,2088.167445190882
NM,2020-08-11 00:00:00,22643,693,1079.868696970521
NY,2020-08-11 00:00:00,422003,32787,2169.2840709215147
NC,2020-08-11 00:00:00,138743,2248,1322.8631654742658
ND,2020-08-11 00:00:00,7885,118,1034.6927152908818
OH,2020-08-11 00:00:00,102826,3708,879.6742264160629
OK,2020-08-11 00:00:00,44728,618,1130.3595603809074
OR,2020-08-11 00:00:00,21774,368,516.2484052466998
PA,2020-08-11 00:00:00,125016,7343,976.5357554986183
PR,2020-08-11 00:00:00,23403,287,797.8092375830432
RI,2020-08-11 00:00:00,20053,1016,1892.9335703315487
SC,2020-08-11 00:00:00,102130,2098,1983.6021188980399
SD,2020-08-11 00:00:00,9713,146,1097.9371712716422
TN,2020-08-11 00:00:00,124915,1271,1829.1377551662908
TX,2020-08-11 00:00:00,517700,9222,1785.4260058523487
UT,2020-08-11 00:00:00,44752,349,1395.90100681294
VT,2020-08-11 00:00:00,1472,58,235.90159441913244
VA,2020-08-11 00:00:00,101745,2344,1192.018903595669
WA,2020-08-11 00:00:00,64151,1716,842.4412529499757
WV,2020-08-11 00:00:00,7879,147,439.6402750444022
WI,2020-08-11 00:00:00,61785,1006,1061.1541496219622
WY,2020-08-11 00:00:00,3073,29,530.9636653598475
AL,2020-06-08 00:00:00,20925,718,426.7634201034634
AK,2020-06-08 00:00:00,562,10,76.8237087260524
AZ,2020-06-08 00:00:00,27678,1053,380.25932317467493
AR,2020-06-08 00:00:00,9740,155,322.7512456077333
CA,2020-06-08 00:00:00,133816,4657,338.6698845063716
CO,2020-06-08 00:00:00,28169,1543,489.15248068326105
CT,2020-06-08 00:00:00,44092,4084,1236.7026834024862
DE,2020-06-08 00:00:00,9972,398,1024.0674331768273
DC,2020-06-08 00:00:00,9389,491,1330.3596604458526
FL,2020-06-08 00:00:00,64904,2712,302.1919860551417
GA,2020-06-08 00:00:00,52497,2208,494.4420129065217
HI,2020-06-08 00:00:00,676,17,47.74442887492655
ID,2020-06-08 00:00:00,3189,83,178.4490211603943
IL,2020-06-08 00:00:00,128415,5924,1013.3902617469107
IN,2020-06-08 00:00:00,37623,2316,558.8499126365318
IA,2020-06-08 00:00:00,22007,617,697.5122580481574
KS,2020-06-08 00:00:00,10544,236,361.92459858429277
KY,2020-06-08 00:00:00,11476,472,256.8675012696766
LA,2020-06-08 00:00:00,43050,2944,926.0466262863014
ME,2020-06-08 00:00:00,2588,99,192.5291546273951
MD,2020-06-08 00:00:00,58404,2776,966.0451760595996
MA,2020-06-08 00:00:00,103626,7353,1503.459628526821
MI,2020-06-08 00:00:00,64944,5916,644.9776941834654
MN,2020-06-08 00:00:00,28224,1208,500.458185924188
MS,2020-06-08 00:00:00,17768,837,597.0131199748398
MO,2020-06-08 00:00:00,15158,823,246.97642074171787
MT,2020-06-08 00:00:00,548,18,51.273510495163634
NE,2020-06-08 00:00:00,15786,188,816.0636225656634
NV,2020-06-08 00:00:00,9816,442,318.6851575050095
NH,2020-06-08 00:00:00,5079,286,373.5352585953927
NJ,2020-06-08 00:00:00,164497,12214,1851.986953667958
NM,2020-06-08 00:00:00,9062,400,432.17639588159074
NY,2020-06-08 00:00:00,378799,30417,1947.1961971384055
NC,2020-06-08 00:00:00,36517,1041,348.176082495144
ND,2020-06-08 00:00:00,2880,72,377.9220063459404
OH,2020-06-08 00:00:00,38837,2406,332.24970271449473
OK,2020-06-08 00:00:00,7205,348,182.0837200980245
OR,2020-06-08 00:00:00,4922,164,116.69765089667752
PA,2020-06-08 00:00:00,80339,5953,627.5509219700157
PR,2020-06-08 00:00:00,5046,142,172.0183486238532
RI,2020-06-08 00:00:00,15642,799,1476.5504865669022
SC,2020-06-08 00:00:00,14800,557,287.45041965819036
SD,2020-06-08 00:00:00,5471,65,618.4303782587415
TN,2020-06-08 00:00:00,27005,421,395.435816981673
TX,2020-06-08 00:00:00,76463,1848,263.7029721566314
UT,2020-06-08 00:00:00,12322,124,384.34689412649817
VT,2020-06-08 00:00:00,1075,55,172.27867798951584
VA,2020-06-08 00:00:00,51251,1477,600.4438628746535
WA,2020-06-08 00:00:00,24041,1161,315.71027984240885
WV,2020-06-08 00:00:00,2161,84,120.58162639560258
WI,2020-06-08 00:00:00,21038,646,361.32655174794604
WY,2020-06-08 00:00:00,960,17,165.87215058426736
AL,2020-05-04 00:00:00,8112,298,173.0044400634094
AK,2020-05-04 00:00:00,370,9,61.89889067150258
AZ,2020-05-04 00:00:00,8924,362,122.60402485767752
AR,2020-05-04 00:00:00,3491,80,134.83830025720087
CA,2020-05-04 00:00:00,55884,2278,142.5298824595204
CO,2020-05-04 00:00:00,16918,851,298.54523168489936
CT,2020-05-04 00:00:00,29973,2556,840.6896836075189
DE,2020-05-04 00:00:00,5288,182,543.0473913597134
DC,2020-05-04 00:00:00,5170,258,732.5550585264732
FL,2020-05-04 00:00:00,36897,1399,173.77518331946632
GA,2020-05-04 00:00:00,29451,1246,290.46117454960074
HI,2020-05-04 00:00:00,621,17,43.86256114977829
ID,2020-05-04 00:00:00,2106,64,130.76708618519623
IL,2020-05-04 00:00:00,63777,2659,543.4465385096169
IN,2020-05-04 00:00:00,20507,1151,313.37131421575265
IA,2020-05-04 00:00:00,9703,188,370.2427545480944
KS,2020-05-04 00:00:00,5383,156,220.75154768036583
KY,2020-05-04 00:00:00,5245,261,153.21460005147077
LA,2020-05-04 00:00:00,29673,2064,645.4488385053203
ME,2020-05-04 00:00:00,1205,57,102.6400205791112
MD,2020-05-04 00:00:00,26408,1317,444.32965666582817
MA,2020-05-04 00:00:00,69087,4090,1006.5456719716216
MI,2020-05-04 00:00:00,43990,4139,552.1346801955352
MN,2020-05-04 00:00:00,7234,427,146.24641611371072
MS,2020-05-04 00:00:00,7877,310,272.0704502546624
MO,2020-05-04 00:00:00,8946,386,152.6762894029753
MT,2020-05-04 00:00:00,457,16,52.772154778304994
NE,2020-05-04 00:00:00,6037,78,395.7982576222471
NV,2020-05-04 00:00:00,5630,265,186.62795766363016
NH,2020-05-04 00:00:00,2588,86,194.85780199194667
NJ,2020-05-04 00:00:00,128269,7910,1444.1145708434522
NM,2020-05-04 00:00:00,4031,156,241.7343464866962
NY,2020-05-04 00:00:00,318953,24999,1891.6584252736714
NC,2020-05-04 00:00:00,11971,442,120.70125909027892
ND,2020-05-04 00:00:00,1225,25,202.00587713425392
OH,2020-05-04 00:00:00,20474,1057,183.23122000812612
OK,2020-05-04 00:00:00,4044,238,110.56327669744977
OR,2020-05-04 00:00:00,2759,109,68.8532330573381
PA,2020-05-04 00:00:00,52816,2838,419.5909639541523
PR,2020-05-04 00:00:00,1843,97,62.82794619773315
RI,2020-05-04 00:00:00,9652,341,911.1152855353367
SC,2020-05-04 00:00:00,6757,283,134.0681253379233
SD,2020-05-04 00:00:00,2668,21,362.5532007414132
TN,2020-05-04 00:00:00,13571,219,206.71967663321263
TX,2020-05-04 00:00:00,32783,901,142.63052489886581
UT,2020-05-04 00:00:00,5317,50,185.52752695330796
VT,2020-05-04 00:00:00,902,52,147.7257280241602
VA,2020-05-04 00:00:00,19493,684,246.5212217173397
WA,2020-05-04 00:00:00,15462,841,204.81089696761453
WV,2020-05-04 00:00:00,1224,48,92.51714666235323
WI,2020-05-04 00:00:00,8236,340,159.16295283222513
WY,2020-05-04 00:00:00,596,7,119.86163623200063
AL,2020-05-05 00:00:00,8437,315,179.9357076941549
AK,2020-05-05 00:00:00,371,9,62.066184970614756
AZ,2020-05-05 00:00:00,9305,395,127.83846383916288
AR,2020-05-05 00:00:00,3525,83,136.15153492026155
CA,2020-05-05 00:00:00,58456,2381,149.08966446664024
CO,2020-05-05 00:00:00,17367,903,306.4685564884531
CT,2020-05-05 00:00:00,30621,2633,858.8649385028469
DE,2020-05-05 00:00:00,5371,187,551.5710172074548
DC,2020-05-05 00:00:00,5322,264,754.0924606340213
FL,2020-05-05 00:00:00,37439,1471,176.32786102657394
GA,2020-05-05 00:00:00,29998,1299,295.85597481032636
HI,2020-05-05 00:00:00,625,17,44.14508972401197
ID,2020-05-05 00:00:00,2127,65,132.07103148903724
IL,2020-05-05 00:00:00,65889,2834,561.4429806334595
IN,2020-05-05 00:00:00,21033,1211,321.40921889598314
IA,2020-05-05 00:00:00,10111,207,385.81103692010527
KS,2020-05-05 00:00:00,5648,161,231.6189376367651
KY,2020-05-05 00:00:00,5822,275,170.06966663482606
LA,2020-05-05 00:00:00,29996,2115,652.4747534730425
ME,2020-05-05 00:00:00,1226,61,104.4287678257181
MD,2020-05-05 00:00:00,27117,1390,456.2589859060612
MA,2020-05-05 00:00:00,70271,4212,1023.7956622102248
MI,2020-05-05 00:00:00,44451,4183,557.9208608631901
MN,2020-05-05 00:00:00,7851,455,158.72001837278725
MS,2020-05-05 00:00:00,8207,342,283.4686029249732
MO,2020-05-05 00:00:00,9121,409,155.66291478253268
MT,2020-05-05 00:00:00,456,16,52.65667960373539
NE,2020-05-05 00:00:00,6373,78,417.82711542596985
NV,2020-05-05 00:00:00,5660,270,187.62242280215747
NH,2020-05-05 00:00:00,2636,92,198.47185705207556
NJ,2020-05-05 00:00:00,130593,8244,1470.2792892293453
NM,2020-05-05 00:00:00,4138,162,248.1510111044279
NY,2020-05-05 00:00:00,321192,25124,1904.9375705213647
NC,2020-05-05 00:00:00,12510,472,126.13589100487756
ND,2020-05-05 00:00:00,1266,25,208.76689016486978
OH,2020-05-05 00:00:00,20969,1135,187.6612021271074
OK,2020-05-05 00:00:00,4127,247,112.83250319742216
OR,2020-05-05 00:00:00,2839,113,70.84970230147985
PA,2020-05-05 00:00:00,53864,3179,427.9166858987136
PR,2020-05-05 00:00:00,1924,99,65.58923954662973
RI,2020-05-05 00:00:00,9933,355,937.64070982413
SC,2020-05-05 00:00:00,6841,296,135.7348002718267
SD,2020-05-05 00:00:00,2721,24,369.75534453425234
TN,2020-05-05 00:00:00,13690,226,208.53233903976727
TX,2020-05-05 00:00:00,33912,925,147.54251777965214
UT,2020-05-05 00:00:00,5449,56,190.13343885058768
VT,2020-05-05 00:00:00,907,52,148.54460678260898
VA,2020-05-05 00:00:00,20257,713,256.1832651889473
WA,2020-05-05 00:00:00,15594,862,206.559379595976
WV,2020-05-05 00:00:00,1246,48,94.18003655334324
WI,2020-05-05 00:00:00,8566,353,165.5402930986936
WY,2020-05-05 00:00:00,604,7,121.47051725524898
AL,2020-06-03 00:00:00,18851,653,384.46438386477365
AK,2020-06-03 00:00:00,504,10,68.89528327033881
AZ,2020-06-03 00:00:00,22356,983,307.14204165376947
AR,2020-06-03 00:00:00,8067,142,267.31358298948504
CA,2020-06-03 00:00:00,119348,4374,302.0533671314824
CO,2020-06-03 00:00:00,27046,1494,469.6516735616983
CT,2020-06-03 00:00:00,43091,3989,1208.6264023064625
DE,2020-06-03 00:00:00,9712,375,997.3669184730593
DC,2020-06-03 00:00:00,9016,473,1277.5080092214087
FL,2020-06-03 00:00:00,58764,2566,273.6042442460302
GA,2020-06-03 00:00:00,48894,2123,460.5072247757295
HI,2020-06-03 00:00:00,653,17,46.11998824752521
ID,2020-06-03 00:00:00,2933,83,164.12385671478094
IL,2020-06-03 00:00:00,123830,5621,977.2076168058244
IN,2020-06-03 00:00:00,35712,2207,530.4640267941372
IA,2020-06-03 00:00:00,20300,574,643.408862560894
KS,2020-06-03 00:00:00,10092,226,346.4096214826139
KY,2020-06-03 00:00:00,10410,450,233.00720531695129
LA,2020-06-03 00:00:00,41133,2870,884.8101249485352
ME,2020-06-03 00:00:00,2418,95,179.88233998803761
MD,2020-06-03 00:00:00,54982,2641,909.4427756679147
MA,2020-06-03 00:00:00,101592,7152,1473.9493040481811
MI,2020-06-03 00:00:00,58035,5570,581.1137578118921
MN,2020-06-03 00:00:00,25870,1097,458.7178737903465
MS,2020-06-03 00:00:00,16322,782,548.4268428764823
MO,2020-06-03 00:00:00,14189,791,231.18804815306999
MT,2020-06-03 00:00:00,525,17,49.121520091169536
NE,2020-06-03 00:00:00,14885,170,769.4860649873242
NV,2020-06-03 00:00:00,8951,431,290.6021643059637
NH,2020-06-03 00:00:00,4795,265,352.64846721104703
NJ,2020-06-03 00:00:00,162068,11880,1824.6400943911358
NM,2020-06-03 00:00:00,8140,375,388.2052375277145
NY,2020-06-03 00:00:00,374085,30019,1922.964129806363
NC,2020-06-03 00:00:00,31276,999,298.2050868395028
ND,2020-06-03 00:00:00,2679,66,351.54619965304664
OH,2020-06-03 00:00:00,36792,2300,314.7547715392973
OK,2020-06-03 00:00:00,6805,341,171.97497783026458
OR,2020-06-03 00:00:00,4399,159,104.2976363865267
PA,2020-06-03 00:00:00,77780,5742,607.5618405858653
PR,2020-06-03 00:00:00,4023,140,137.1442363285298
RI,2020-06-03 00:00:00,15219,742,1436.6207553421357
SC,2020-06-03 00:00:00,12415,501,241.1281729767861
SD,2020-06-03 00:00:00,5162,62,583.5016656135302
TN,2020-06-03 00:00:00,24833,388,363.6310921350079
TX,2020-06-03 00:00:00,68877,1744,237.54063551302337
UT,2020-06-03 00:00:00,10497,117,327.4216318492008
VT,2020-06-03 00:00:00,990,55,158.65664298569362
VA,2020-06-03 00:00:00,46905,1428,549.5272167984161
WA,2020-06-03 00:00:00,22484,1135,295.2635053440672
WV,2020-06-03 00:00:00,2077,78,115.89451088554678
WI,2020-06-03 00:00:00,19400,616,333.19398725687574
WY,2020-06-03 00:00:00,915,17,158.09689352562984
AL,2020-06-02 00:00:00,18766,653,382.73081680581083
AK,2020-06-02 00:00:00,486,10,66.43473743925527
AZ,2020-06-02 00:00:00,21264,943,292.139397643843
AR,2020-06-02 00:00:00,7818,136,259.06255011922576
CA,2020-06-02 00:00:00,117215,4305,296.6550376069704
CO,2020-06-02 00:00:00,26774,1474,464.92841484659135
CT,2020-06-02 00:00:00,42979,3972,1205.4850002257886
DE,2020-06-02 00:00:00,9685,373,994.5941727153603
DC,2020-06-02 00:00:00,8886,470,1259.0878626820586
FL,2020-06-02 00:00:00,57447,2530,267.47231330749605
GA,2020-06-02 00:00:00,48207,2102,454.0367281213153
HI,2020-06-02 00:00:00,653,17,46.11998824752521
ID,2020-06-02 00:00:00,2933,83,164.12385671478094
IL,2020-06-02 00:00:00,122848,5525,969.4581386526843
IN,2020-06-02 00:00:00,35237,2197,523.4084036778958
IA,2020-06-02 00:00:00,20019,561,634.502562542194
KS,2020-06-02 00:00:00,9965,222,342.0503248190892
KY,2020-06-02 00:00:00,10185,442,227.9710265276801
LA,2020-06-02 00:00:00,40746,2835,876.4853852418498
ME,2020-06-02 00:00:00,2377,94,176.83222586913377
MD,2020-06-02 00:00:00,54175,2597,896.0944012915007
MA,2020-06-02 00:00:00,101163,7085,1467.725150065223
MI,2020-06-02 00:00:00,57731,5553,578.0697570817325
MN,2020-06-02 00:00:00,25508,1082,452.29901525489606
MS,2020-06-02 00:00:00,16041,767,538.985111296511
MO,2020-06-02 00:00:00,14015,786,228.35298434458213
MT,2020-06-02 00:00:00,523,17,48.93439049082223
NE,2020-06-02 00:00:00,14616,170,755.5800017369655
NV,2020-06-02 00:00:00,8858,417,287.5828367134652
NH,2020-06-02 00:00:00,4749,256,349.26539536710374
NJ,2020-06-02 00:00:00,161545,11771,1818.751906905842
NM,2020-06-02 00:00:00,8024,367,382.67307443763895
NY,2020-06-02 00:00:00,373040,29968,1917.592362652781
NC,2020-06-02 00:00:00,30023,961,286.25819549118785
ND,2020-06-02 00:00:00,2646,65,347.21584333033275
OH,2020-06-02 00:00:00,36350,2259,310.9734710114551
OK,2020-06-02 00:00:00,6692,339,169.11925813962245
OR,2020-06-02 00:00:00,4335,157,102.78023499331512
PA,2020-06-02 00:00:00,77225,5667,603.2265767452228
PR,2020-06-02 00:00:00,3935,138,134.14431269022242
RI,2020-06-02 00:00:00,15112,732,1426.5203268762964
SC,2020-06-02 00:00:00,12415,501,241.1281729767861
SD,2020-06-02 00:00:00,5067,62,572.7630646384653
TN,2020-06-02 00:00:00,24342,381,356.4413500080683
TX,2020-06-02 00:00:00,67310,1716,232.13641965215683
UT,2020-06-02 00:00:00,10202,113,318.2200141112266
VT,2020-06-02 00:00:00,988,55,158.33612451501546
VA,2020-06-02 00:00:00,46239,1407,541.7245278230886
WA,2020-06-02 00:00:00,22157,1129,290.96928873458893
WV,2020-06-02 00:00:00,2056,78,114.72273200803282
WI,2020-06-02 00:00:00,18917,607,324.8984874710473
WY,2020-06-02 00:00:00,912,17,157.57854305505398
AL,2020-05-30 00:00:00,17359,618,354.03518325333437
AK,2020-05-30 00:00:00,433,10,59.18979693662043
AZ,2020-05-30 00:00:00,19258,904,264.579595552348
AR,2020-05-30 00:00:00,7013,133,232.38752417320674
CA,2020-05-30 00:00:00,109895,4144,278.12912475210516
CO,2020-05-30 00:00:00,26084,1443,452.94661884135684
CT,2020-05-30 00:00:00,42022,3912,1178.6428413757433
DE,2020-05-30 00:00:00,9422,361,967.5855751496256
DC,2020-05-30 00:00:00,8717,462,1235.1416721809028
FL,2020-05-30 00:00:00,55424,2447,258.05325765931485
GA,2020-05-30 00:00:00,46331,2004,436.3676571989268
HI,2020-05-30 00:00:00,651,17,45.97873254079465
ID,2020-05-30 00:00:00,2803,82,156.84935914474292
IL,2020-05-30 00:00:00,118917,5330,938.4365514632823
IN,2020-05-30 00:00:00,34211,2125,508.1682577468142
IA,2020-05-30 00:00:00,19244,531,609.9389237005835
KS,2020-05-30 00:00:00,9690,215,332.610902909882
KY,2020-05-30 00:00:00,9704,431,217.20479542706013
LA,2020-05-30 00:00:00,39577,2786,851.3390784792787
ME,2020-05-30 00:00:00,2282,89,169.7648882765516
MD,2020-05-30 00:00:00,52015,2509,860.366410395522
MA,2020-05-30 00:00:00,96301,6768,1397.1847382583655
MI,2020-05-30 00:00:00,56969,5464,570.4397289357403
MN,2020-05-30 00:00:00,24190,1036,428.928696056764
MS,2020-05-30 00:00:00,15229,723,511.701531072537
MO,2020-05-30 00:00:00,13298,774,216.67056623719253
MT,2020-05-30 00:00:00,505,17,47.25022408769642
NE,2020-05-30 00:00:00,13905,170,718.8245706179875
NV,2020-05-30 00:00:00,8517,417,276.51196887430376
NH,2020-05-30 00:00:00,4492,238,330.3643200650726
NJ,2020-05-30 00:00:00,159608,11634,1796.944222089372
NM,2020-05-30 00:00:00,7624,351,363.5966499891026
NY,2020-05-30 00:00:00,369660,29710,1900.2176516679901
NC,2020-05-30 00:00:00,27794,929,265.0055052953428
ND,2020-05-30 00:00:00,2554,60,335.1433347942818
OH,2020-05-30 00:00:00,35033,2149,299.7065642350566
OK,2020-05-30 00:00:00,6418,334,162.19476968620694
OR,2020-05-30 00:00:00,4185,153,99.22382547797552
PA,2020-05-30 00:00:00,75697,5537,591.2909314326079
PR,2020-05-30 00:00:00,3718,133,126.74677371848715
RI,2020-05-30 00:00:00,14819,711,1398.8621442548858
SC,2020-05-30 00:00:00,11394,487,221.29797848550143
SD,2020-05-30 00:00:00,4960,62,560.668008803392
TN,2020-05-30 00:00:00,22566,364,330.43527665278407
TX,2020-05-30 00:00:00,62675,1652,216.15139060613475
UT,2020-05-30 00:00:00,9533,112,297.3526165969735
VT,2020-05-30 00:00:00,977,55,156.57327292628554
VA,2020-05-30 00:00:00,43611,1370,510.935538893417
WA,2020-05-30 00:00:00,21349,1118,280.3585027393031
WV,2020-05-30 00:00:00,1989,75,110.98419939882164
WI,2020-05-30 00:00:00,18230,588,313.0992983346827
WY,2020-05-30 00:00:00,898,16,155.15957419236676
AL,2020-05-31 00:00:00,17952,630,366.12936285292113
AK,2020-05-31 00:00:00,459,10,62.743918692629975
AZ,2020-05-31 00:00:00,19936,907,273.8944239760936
AR,2020-05-31 00:00:00,7253,133,240.3403269397217
CA,2020-05-31 00:00:00,111951,4172,283.3325778709034
CO,2020-05-31 00:00:00,26364,1445,457.8087969304375
CT,2020-05-31 00:00:00,42201,3944,1183.663475058249
DE,2020-05-31 00:00:00,9498,366,975.3903409861116
DC,2020-05-31 00:00:00,8801,466,1247.0439207140214
FL,2020-05-31 00:00:00,56163,2451,261.4940298412258
GA,2020-05-31 00:00:00,47063,2053,443.26198551192704
HI,2020-05-31 00:00:00,652,17,46.049360394159926
ID,2020-05-31 00:00:00,2839,82,158.86383539490728
IL,2020-05-31 00:00:00,120260,5390,949.0348703631469
IN,2020-05-31 00:00:00,34574,2134,513.560239201963
IA,2020-05-31 00:00:00,19552,535,619.7009892015075
KS,2020-05-31 00:00:00,9700,215,332.95415461567137
KY,2020-05-31 00:00:00,9704,431,217.20479542706013
LA,2020-05-31 00:00:00,39916,2791,858.6312923308711
ME,2020-05-31 00:00:00,2325,89,172.96378845003616
MD,2020-05-31 00:00:00,52778,2532,872.986992364796
MA,2020-05-31 00:00:00,96965,6846,1406.81839384038
MI,2020-05-31 00:00:00,57397,5491,574.7253615426755
MN,2020-05-31 00:00:00,24850,1050,440.63158730924283
MS,2020-05-31 00:00:00,15523,734,521.580068739838
MO,2020-05-31 00:00:00,13438,776,218.95165206011384
MT,2020-05-31 00:00:00,515,17,48.185872089432976
NE,2020-05-31 00:00:00,14101,170,728.9568694918547
